Mean,RMS,Std,Peak,Peak_to_Peak,Skewness,Kurtosis,Crest_Factor,Shape_Factor,Impulse_Factor,Spectral_Energy,Dominant_Frequency,Amp_BPFO,Amp_BPFI,Amp_BSF,BPFO_BPFI_Ratio,Band_0_500,Band_500_1000,Band_1000_2000,Wavelet_D1,Wavelet_D2,Wavelet_D3,Wavelet_D4,Label,Source_File
0.01242096814903846,0.07598206978887359,0.07495995250560014,0.21779446153846155,0.41639630769230773,-0.16297611297662787,-0.24366426455323964,2.8663928495713895,1.2326922553049786,3.5333802663282206,3107.744869711976,1066.40625,6.685926632870018,13.120113715524916,3.545399519936779,0.5095936497073664,147.5511311431333,95.6588459195146,161.24184903753866,0.03610324176120579,0.5597924884201901,3.431539774787855,0.42318421225415137,0,97.mat
0.012692738581730768,0.07367875901381252,0.07257722726249123,0.27286892307692306,0.4850307692307692,-0.15654422242304292,0.021867789530612303,3.703495101291927,1.2473355433189663,4.619501074349096,2930.593371003294,1031.25,7.485546233725727,3.2635981993896968,9.152585935131961,2.2936482300810033,146.9792780988262,79.72527635551064,165.7128244723961,0.03758342688947981,0.5476118144904363,3.135955940473985,0.37343509949664955,0,97.mat
0.011588951322115383,0.07042541906384667,0.06946535724785453,0.27286892307692306,0.4850307692307692,-0.10738599654510499,0.1848167461293997,3.8745800409017663,1.2620966588047895,4.890094523893844,2670.738553769908,1031.25,11.758530655299229,4.0246216952411435,10.900849937794353,2.9216486779870356,143.47107365186062,90.89212055175082,139.91661460026467,0.03808484683169926,0.5379299627168697,2.639633776756106,0.41698108990335625,0,97.mat
0.01142413701923077,0.07295573431722507,0.07205573025881684,0.21153599999999997,0.3861470769230769,0.08150651924044483,-0.30484530939128796,2.8995116282457274,1.251571696582036,3.6289466878228467,2858.967465068535,1031.25,5.092236413326211,11.773000597269903,2.900059203093105,0.43253513590299775,140.36008148814165,87.46546711182609,163.90341010452227,0.03916827657912168,0.5964135789748028,3.1550510341804765,0.4188652323002379,0,97.mat
0.01464341466346154,0.07837652188672735,0.07699642582649256,0.21237046153846154,0.4205686153846154,0.050328591535353864,-0.3761819424171917,2.709618345215512,1.2424844650969336,3.3666587002719344,3333.057594403579,1031.25,6.033952888242266,11.881359507818566,12.176679155005948,0.5078503755627969,152.7971622700763,64.80981461762921,170.8305786523218,0.03815016041980432,0.632442180872234,3.5196590412711357,0.3372817243598182,0,97.mat
0.013139713341346154,0.08279580486616915,0.08174651819340081,0.22676492307692306,0.4497747692307692,-0.08849388126435734,-0.10150911967026799,2.7388455664325635,1.262547496981078,3.457922614517156,3684.5894426744712,1031.25,7.382554626044085,17.959743177963645,18.986335415119548,0.4110612581087672,169.31623704785994,89.47358149363093,172.2928392208095,0.03505807647643304,0.6424366338230613,3.4713583220700404,0.45864779313334836,0,97.mat
0.010937028245192309,0.07968805697512973,0.078933946041202,0.22676492307692306,0.4497747692307692,-0.16358766483963788,-0.03456397993492377,2.845657576362984,1.2519826276880544,3.562713849955349,3392.040659552538,1031.25,4.503738630759558,18.318475724560347,9.133611469684165,0.24585771755677285,166.1574245450641,110.8405131604891,166.32739307932255,0.03785429838650932,0.6142059043635492,3.2868200379597448,0.6365285175076753,0,97.mat
0.01214451201923077,0.07458165315374626,0.07358623386857402,0.21654276923076923,0.417648,-0.06484700470489342,-0.2004972069630515,2.903432145495319,1.2435818582500966,3.6106555427981335,2993.638272651409,1031.25,6.983184148037926,10.336573290740999,2.7291226633724763,0.6755801900319446,146.87141296794118,75.04553130978502,153.60283584646302,0.0396592432012209,0.6015970172249534,3.1998692950089462,0.47201780940441507,0,97.mat
0.013358922475961538,0.07610356190864566,0.07492190150726495,0.18858830769230767,0.37550769230769226,-0.028447951619009832,-0.32160850302120636,2.478048372015598,1.2461129257647172,3.087928107038852,3130.1079444300544,1031.25,5.1013150593425,12.471804935001396,7.318034320333829,0.4090278100025407,155.32850163275924,84.2450202813667,172.543888416174,0.039224985260661954,0.6420214063376546,3.2744289720741073,0.4406668279516889,0,97.mat
0.01080419891826923,0.07061081470174597,0.06977934105864554,0.18337292307692307,0.36111323076923074,-0.0037567368903563803,-0.3028187095771324,2.5969523769336833,1.2427064317816563,3.2272494218461483,2675.2386354341925,1042.96875,5.537285692079454,9.318446119683498,6.603552209908461,0.5942284390509014,126.19186313798103,86.29886707578717,154.59268426297902,0.04182632907197931,0.5792824604356537,3.0270368627523836,0.4483309185030767,0,97.mat
